image_path,Label
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab 3447.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b51cc5d-4122-451b-8598-81ea29dc7cd4___FREC_Scab 3290.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b7c40cd-b145-4945-b649-3576a1d898dc___FREC_Scab 3343.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4bb38e05-1d5a-40c6-8638-10db134db682___FREC_Scab 3390.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4be9d1d9-2170-4856-a81e-e53e7aa5dbf7___FREC_Scab 3082.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4d02c4a9-4b0d-4b4b-9695-91f08228ee53___FREC_Scab 3274.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4e770559-e332-470e-aae3-c7ad0399dd20___FREC_Scab 3513.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5d398d0d-256d-4de5-8dcd-f3b455da2b76___FREC_Scab 3522.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5e96dd82-f2d2-4a19-a9cd-46165d6623f9___FREC_Scab 3218.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5eb564a6-cd74-4c90-95d9-611a6301369d___FREC_Scab 3099.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5fcb921d-3329-443c-a708-37c3943f5493___FREC_Scab 2987.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a006aa9-a9f2-4269-9fd9-7a879f01faf1___FREC_Scab 3117.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a19d31f-b5e3-4732-a82c-e3d5b1d26c60___FREC_Scab 3537.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a1f119d-d210-4a87-b17f-699436b82bef___FREC_Scab 3025.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a2c0f48-b0f7-4bd9-b7b8-7410c1ef4048___FREC_Scab 2999.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a61688a-c972-4f8f-b3b7-46fd00264240___FREC_Scab 3271.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b5e1187-9b7b-4b4c-912f-b2175619f35f___FREC_Scab 3121.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b66d8dd-af9f-43b5-a43f-6e4c6d64bede___FREC_Scab 3248.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b6b2140-bb67-4342-adad-8cba97a5ecbe___FREC_Scab 3388.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b784953-7e31-4cec-a3d5-82f3b6bbdd00___FREC_Scab 3352.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b9ef56b-3338-4d2b-a5e4-a1547234e6d6___FREC_Scab 3474.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6cbf7fa9-e7b4-4cf6-9184-0ef06446704e___FREC_Scab 3016.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6cee3edf-8909-418f-a27f-5e175e7ccd77___FREC_Scab 2951.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6d6f5a72-4c92-4163-b3dc-9a8f74f9edb7___FREC_Scab 3480.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6d9f5940-0ec4-4ccf-8003-719410b7f47c___FREC_Scab 3373.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6dd6a502-d5b3-4f3d-9231-e7dbd7b54908___FREC_Scab 2937.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6e620ce9-bf70-41af-8778-dd46247a3327___FREC_Scab 3405.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6e8ed8d7-45e0-446a-aad1-d7ccf4a861fe___FREC_Scab 3068.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6fb41b7b-d1f0-451c-988a-1083d038acdb___FREC_Scab 3094.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6fb62aa7-c3d4-457a-b95d-a8b3102cccd8___FREC_Scab 3005.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7b17fb27-2af4-4c90-b499-0c0658ba7262___FREC_Scab 2943.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7b3e4313-9abb-4105-8be9-2020f1101e58___FREC_Scab 3441.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7b7c32e3-68f8-4280-acda-4c6e67f4725f___FREC_Scab 3340.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7bc2b2d5-b2b6-4ac2-9bbe-322ce8d7d9bb___FREC_Scab 2944.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7be1e0a3-01d0-40c3-9628-f69952550267___FREC_Scab 3263.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7bf25c0a-6594-4777-9a67-49a6487bb203___FREC_Scab 2993.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7c0710e7-2ad4-44c4-a6f6-ffeb5573f8e7___FREC_Scab 3208.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7c66bda4-301c-4987-85b8-fd8230c5a2f2___FREC_Scab 3324.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7c83792f-d375-42fb-a5a0-1bc2cb3a8eff___FREC_Scab 2914.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7ceb532d-1a58-4a25-bbff-8dd04a117744___FREC_Scab 3422.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7dbdcba3-395b-413e-bc22-cd0d0e11a1c9___FREC_Scab 3363.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7e2bacbd-f92b-417e-879f-002f3862718c___FREC_Scab 3374.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7e4bbd7a-b494-426f-9f08-755ce4a399e7___FREC_Scab 3331.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7e64fdef-9cb7-40ed-9f40-f3c97d6e0e8a___FREC_Scab 3536.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7ead14ac-9bdd-42a9-bde9-b70d8b6694b7___FREC_Scab 3356.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7ed79254-3e04-4e08-9c80-088cd9d7d8c9___FREC_Scab 3310.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7edff180-8238-44d7-bba1-07749e649dae___FREC_Scab 3071.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7efdde34-c75b-40bc-92ef-48de08ec0709___FREC_Scab 3027.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7f21c995-332c-4a60-9b18-b279917d7ffa___FREC_Scab 3277.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7f4d7ebc-7d2b-454f-8f61-b5dc469a16b7___FREC_Scab 3010.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7f7b25d4-f895-4f8e-80ad-db72a9b19a2e___FREC_Scab 3451.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8a212787-77fb-40dc-a028-92d5ff2d6c7c___FREC_Scab 3043.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8a8f8dd2-a938-4288-a8ec-56ef0aaa2d4f___FREC_Scab 2947.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8b28fdba-2f54-45dc-a671-a2743f127c45___FREC_Scab 3346.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8bcbb4fb-c733-4fc7-92d2-6e4a442e592e___FREC_Scab 3506.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c5418d9-37db-450f-a20e-7fccfe69f57a___FREC_Scab 3404.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c71b810-5fe3-415e-863b-6bb0b1fb1455___FREC_Scab 3221.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c72c236-8f13-4087-8d1d-f365211563f0___FREC_Scab 3196.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c916434-af92-4360-9833-0422aa510f7e___FREC_Scab 3245.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8d2bd2f9-2c65-43f7-95f7-22f7f404ba13___FREC_Scab 3232.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8df36a92-b562-4bff-975b-ff08d8da40f6___FREC_Scab 3119.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8e04135b-2279-43a7-af41-147d96395478___FREC_Scab 3143.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8eaf0422-c84e-4521-8628-85cf2fc91e7c___FREC_Scab 2989.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8edca1d5-7ab9-47b6-bdd0-b61e4a11621e___FREC_Scab 3512.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9a544639-1fc6-4c45-88e4-3049c2bc0814___FREC_Scab 3439.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9a82c830-7854-4f7f-84c5-f7414cd238b0___FREC_Scab 3069.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9ac984f5-d42c-4321-ae2e-7fbde038aa38___FREC_Scab 3369.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9b7399aa-1c3c-4137-ae4e-196cd23fe573___FREC_Scab 3468.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9c04ca1c-e5f5-4a03-8205-544c1475a18c___FREC_Scab 3502.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9cbb6419-1670-45d5-a8ad-90cf9eaac971___FREC_Scab 3075.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9d586b46-914c-4715-a406-484a597e3bab___FREC_Scab 2998.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9dac36c9-3c32-44be-8752-0f03666cbb76___FREC_Scab 3365.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9e399a72-a81f-4a43-8542-ebc4e96ba346___FREC_Scab 2930.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9e4d949f-0d9b-4b61-8ce9-574664176efc___FREC_Scab 3022.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9eab7829-c658-4544-b6ba-f7fb10035aab___FREC_Scab 3382.JPG,Apple___Apple_scab
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\04de1246-ecfa-4d2c-bc2d-16b81b0bd364___JR_FrgE.S 2970.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE.S 8782.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\057c985f-2a00-40fe-b48f-590aabd3babe___JR_FrgE.S 3015.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\05fb01a0-fd64-4b3d-a512-c0bda181811e___JR_FrgE.S 2889.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\05fd8037-fd27-4d26-9e5d-9a47856ab134___JR_FrgE.S 8770.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\07dbfcca-71aa-4c14-b895-60dfb63f701d___JR_FrgE.S 3063.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\07f6b5a7-47cd-4012-8fcd-969d1d7245b9___JR_FrgE.S 2961.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3bfaa3d6-96ab-4131-a569-ac6650045079___JR_FrgE.S 2890.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3d33710d-c091-4dae-a491-ef813ea2d34b___JR_FrgE.S 2885.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3e340ca3-47d5-4a22-9f40-e91f3eea2be6___JR_FrgE.S 8747.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3ed38c3a-4c0a-4682-b39b-e0f7d1bf361b___JR_FrgE.S 2859.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3ee8f19d-38a4-4e9d-adc1-c8ab5e95ba60___JR_FrgE.S 2839.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3ef4204e-d2c3-42b5-ac97-0eabb3d64b3f___JR_FrgE.S 8815.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\3f7dbd31-47f7-45e4-aa23-42e23362a15d___JR_FrgE.S 2818.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4a2319e3-c6ab-4417-9154-ebabf0d1df4d___JR_FrgE.S 2854.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4a79c093-e813-4854-ba58-5b9e2831c7f0___JR_FrgE.S 2764.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4b5683c4-ef68-4439-b346-f76ea2c651da___JR_FrgE.S 8639.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4b8414f0-fa9b-4195-90cb-608f6fd74d44___JR_FrgE.S 2999.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4b8b1d59-9aec-4b99-8be8-b61edcccb660___JR_FrgE.S 8659.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4b934731-815b-461f-a252-a02f198f91ab___JR_FrgE.S 3032.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4c42eeae-508c-4ccd-b2d8-b720808bc28c___JR_FrgE.S 3020.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4ca16e52-bdfb-40c3-8407-77087fdfc786___JR_FrgE.S 2852.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4cdea367-e77f-4d29-a99c-23ec18260ee9___JR_FrgE.S 3066.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4cf3a0f2-1758-44b1-862b-3aaf7b4705f1___JR_FrgE.S 2988.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4d79f0a2-0f8a-406b-84de-2c7e74027d6f___JR_FrgE.S 3061.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4dadb9f1-27b1-4d3c-8111-d1602febd585___JR_FrgE.S 8632.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4db0765f-5928-4254-b935-e6fcbec9deeb___JR_FrgE.S 3062.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4db50338-6897-4d69-8147-717cae13879c___JR_FrgE.S 8645.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4e1c6d80-4ab3-4c4b-9b4d-ecd62293569c___JR_FrgE.S 2773.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4e6311ab-8927-4147-9857-a669f2268cb1___JR_FrgE.S 8726.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4eeaca51-3ca2-4afe-884a-d65c2e31e452___JR_FrgE.S 3026.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4eeb04f2-38b3-49be-a5d0-1c35450d8953___JR_FrgE.S 8714.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4ef8432c-0114-4c67-a5f0-a4935597dc68___JR_FrgE.S 8698.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4f0b4e6f-49e8-4e53-8046-14723038601c___JR_FrgE.S 8575.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4f71c078-e0f6-4b05-a421-1b644f0e99a1___JR_FrgE.S 3016.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4f9a2639-beb2-4e4c-a62d-805792a50f4e___JR_FrgE.S 2944.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4fcfd5b0-e312-41f4-a8cf-16976b5882fd___JR_FrgE.S 8589.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\4fd1092b-5d44-420c-9ea1-b10dc775ecb9___JR_FrgE.S 2903.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\50afe8c7-d56e-4dd0-97b8-23a70ddca819___JR_FrgE.S 2750.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\50fa49cd-002e-4352-816e-c5df10dc5f3f___JR_FrgE.S 2950.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\51c1787e-4570-43dc-91c3-6ae72c98128a___JR_FrgE.S 8706.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\51cda56c-a900-4f84-a576-8dde35b1231d___JR_FrgE.S 2863.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\51ce3f1d-8418-4b7e-b091-dec14143d0b7___JR_FrgE.S 8579.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\51f4101a-e126-4e3f-a06d-67befea24921___JR_FrgE.S 2939.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\52a259e0-e323-4655-84e5-4588cb1c8ed6___JR_FrgE.S 2758.JPG,Apple___Black_rot
C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\52c66129-6303-4aa4-97e7-8f1c0d24c57a___JR_FrgE.S 2759.JPG,Apple___Black_rot
