N,P,K,temperature,humidity,ph,rainfall,Label,image_path
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9eab7829-c658-4544-b6ba-f7fb10035aab___FREC_Scab 3382.JPG
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9e4d949f-0d9b-4b61-8ce9-574664176efc___FREC_Scab 3022.JPG
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9e399a72-a81f-4a43-8542-ebc4e96ba346___FREC_Scab 2930.JPG
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9dac36c9-3c32-44be-8752-0f03666cbb76___FREC_Scab 3365.JPG
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9d586b46-914c-4715-a406-484a597e3bab___FREC_Scab 2998.JPG
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9cbb6419-1670-45d5-a8ad-90cf9eaac971___FREC_Scab 3075.JPG
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9c04ca1c-e5f5-4a03-8205-544c1475a18c___FREC_Scab 3502.JPG
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9b7399aa-1c3c-4137-ae4e-196cd23fe573___FREC_Scab 3468.JPG
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9ac984f5-d42c-4321-ae2e-7fbde038aa38___FREC_Scab 3369.JPG
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9a82c830-7854-4f7f-84c5-f7414cd238b0___FREC_Scab 3069.JPG
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6e620ce9-bf70-41af-8778-dd46247a3327___FREC_Scab 3405.JPG
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\9a544639-1fc6-4c45-88e4-3049c2bc0814___FREC_Scab 3439.JPG
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8eaf0422-c84e-4521-8628-85cf2fc91e7c___FREC_Scab 2989.JPG
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8e04135b-2279-43a7-af41-147d96395478___FREC_Scab 3143.JPG
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8df36a92-b562-4bff-975b-ff08d8da40f6___FREC_Scab 3119.JPG
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8d2bd2f9-2c65-43f7-95f7-22f7f404ba13___FREC_Scab 3232.JPG
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c916434-af92-4360-9833-0422aa510f7e___FREC_Scab 3245.JPG
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c72c236-8f13-4087-8d1d-f365211563f0___FREC_Scab 3196.JPG
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c71b810-5fe3-415e-863b-6bb0b1fb1455___FREC_Scab 3221.JPG
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8c5418d9-37db-450f-a20e-7fccfe69f57a___FREC_Scab 3404.JPG
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8bcbb4fb-c733-4fc7-92d2-6e4a442e592e___FREC_Scab 3506.JPG
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8b28fdba-2f54-45dc-a671-a2743f127c45___FREC_Scab 3346.JPG
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\8edca1d5-7ab9-47b6-bdd0-b61e4a11621e___FREC_Scab 3512.JPG
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256.JPG
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\7f4d7ebc-7d2b-454f-8f61-b5dc469a16b7___FREC_Scab 3010.JPG
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6d9f5940-0ec4-4ccf-8003-719410b7f47c___FREC_Scab 3373.JPG
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018.JPG
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.JPG
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4d02c4a9-4b0d-4b4b-9695-91f08228ee53___FREC_Scab 3274.JPG
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4be9d1d9-2170-4856-a81e-e53e7aa5dbf7___FREC_Scab 3082.JPG
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4bb38e05-1d5a-40c6-8638-10db134db682___FREC_Scab 3390.JPG
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b7c40cd-b145-4945-b649-3576a1d898dc___FREC_Scab 3343.JPG
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b51cc5d-4122-451b-8598-81ea29dc7cd4___FREC_Scab 3290.JPG
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab 3447.JPG
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268.JPG
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4a50158d-dcd0-4a1f-885e-2d9b16a4e344___FREC_Scab 3205.JPG
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4e770559-e332-470e-aae3-c7ad0399dd20___FREC_Scab 3513.JPG
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3f65aa69-06c9-423f-ac7a-e2ab6edf63ca___FREC_Scab 3360.JPG
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3dd3d59c-be2a-4f29-8fa1-d4f37d7fb894___FREC_Scab 3412.JPG
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3d34bd1c-fae9-446a-a629-147b5e8d5d6b___FREC_Scab 3103.JPG
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967.JPG
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183.JPG
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3bf2f5f8-4578-405a-88c6-c5338620a078___FREC_Scab 3059.JPG
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216.JPG
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151.JPG
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6dd6a502-d5b3-4f3d-9231-e7dbd7b54908___FREC_Scab 2937.JPG
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104.JPG
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\4a7f12ff-a785-4d12-8943-f1644789a21b___FREC_Scab 2916.JPG
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6d6f5a72-4c92-4163-b3dc-9a8f74f9edb7___FREC_Scab 3480.JPG
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234.JPG
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6cee3edf-8909-418f-a27f-5e175e7ccd77___FREC_Scab 2951.JPG
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6cbf7fa9-e7b4-4cf6-9184-0ef06446704e___FREC_Scab 3016.JPG
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b9ef56b-3338-4d2b-a5e4-a1547234e6d6___FREC_Scab 3474.JPG
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b784953-7e31-4cec-a3d5-82f3b6bbdd00___FREC_Scab 3352.JPG
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b6b2140-bb67-4342-adad-8cba97a5ecbe___FREC_Scab 3388.JPG
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b66d8dd-af9f-43b5-a43f-6e4c6d64bede___FREC_Scab 3248.JPG
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a61688a-c972-4f8f-b3b7-46fd00264240___FREC_Scab 3271.JPG
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a2c0f48-b0f7-4bd9-b7b8-7410c1ef4048___FREC_Scab 2999.JPG
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a1f119d-d210-4a87-b17f-699436b82bef___FREC_Scab 3025.JPG
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a19d31f-b5e3-4732-a82c-e3d5b1d26c60___FREC_Scab 3537.JPG
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6b5e1187-9b7b-4b4c-912f-b2175619f35f___FREC_Scab 3121.JPG
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5fcb921d-3329-443c-a708-37c3943f5493___FREC_Scab 2987.JPG
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349.JPG
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5eb564a6-cd74-4c90-95d9-611a6301369d___FREC_Scab 3099.JPG
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5e96dd82-f2d2-4a19-a9cd-46165d6623f9___FREC_Scab 3218.JPG
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258.JPG
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5d398d0d-256d-4de5-8dcd-f3b455da2b76___FREC_Scab 3522.JPG
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410.JPG
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.JPG
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,Apple___Apple_scab,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Apple_scab\6a006aa9-a9f2-4269-9fd9-7a879f01faf1___FREC_Scab 3117.JPG
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5c65f741-4418-4e2d-b93e-b899d6244b11___JR_FrgE.S 8769.JPG
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5c857785-58d0-4e74-8fff-dce904538692___JR_FrgE.S 2790.JPG
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5d1c501f-ce9a-4538-ac05-bda251444cba___JR_FrgE.S 3035.JPG
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5d35cca0-8f51-4cfc-945a-1bd10fd62002___JR_FrgE.S 2966.JPG
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\60dec11d-0e49-4bb4-b7ce-ecf90f8ac028___JR_FrgE.S 3042.JPG
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5dea1611-b335-47f7-aa30-e6856f668c80___JR_FrgE.S 2968.JPG
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5f569320-f84c-4a08-b414-1fd93f7e382b___JR_FrgE.S 8661.JPG
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\60a8b7ad-7039-4c35-82da-ad011a1e856e___JR_FrgE.S 2805.JPG
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5c395ddb-11d6-40eb-8049-98c98cc4ec96___JR_FrgE.S 2928.JPG
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,Apple___Black_rot,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Apple___Black_rot\5db69c6b-f9c9-4a3f-b47a-ca6449023bdd___JR_FrgE.S 2757.JPG
